PIB_MEX
5.000000002
4.664414668
8.106886928
11.90548077
7.099999996
6.096139304
5.854924878
9.423278818
3.418620026
6.502484033
3.762467686
8.228807312
7.861119861
5.77682723
5.74448505
4.417444135
3.390639707
8.956942328
9.698170138
9.233251984
8.772600561
-0.62790261
-4.196296574
3.610180912
2.59338414
-3.753919881
1.855746992
1.245438058
4.198293258
5.068306313
4.222250716
3.628658713
4.061425854
4.727354829
-5.75868238
5.874766683
6.962888801
4.701842416
2.667013147
5.296473838
-0.60549239
0.131917169
1.422671242
4.295714251
3.032573659
4.944514348
3.204123017
1.40029037
-4.700338863
5.11019849
4.044613879
4.018173869
1.360077144
2.245308567
2.464955925
